Inspection Type,Registration ID,Firm Names,Inspection Year,Country,Global Network,Inspection Report Date,Inspection Report Section,Finding Count,Auditing Standard,Description In The Firm's Inspection Report
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,1,AS 1105,"In the audit reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not perform sufficient procedures to determine whether the journal entry population from which it made its selections was complete. In this instance  the firm was non-compliant with AS 1105  Audit Evidence."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,2,AS 1215,"In the audit reviewed  the firm provided certain services to the issuer but did not document that the audit committee had approved the engagement before the issuer engaged the firm to provide the services. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,3,AS 1301,"In the audit reviewed  the firm did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,4,AS 1301,"In the audit reviewed  the firm did not document in the workpapers one of its communications to the audit committee that took place orally. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,5,AS 1301,"In the audit reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,5,AS 2805,"In the audit reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,6,AS 2101,"In the audit reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,7,AS 2401,"In the audit reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not appropriately consider the characteristics of potentially fraudulent journal entries in determining the criteria it used to identify and select journal entries for testing. In this instance  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,8,AS 3101,"In the audit reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated  or required to be communicated  to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,130,"Lumsden & McCormick, LLP",2025,United States,,09-Oct-2025,Part I.B,9,PCAOB Rule 3524,"In the audit reviewed  the firm did not describe  in writing  to the audit committee the scope of a permissible tax service and the fee structure for this service. In this instance  the firm was non-compliant with PCAOB Rule 3524  Audit Committee Pre-approval of Certain Tax Services."
Triennially Inspected,1401,"Forvis Mazars LLP",2025,United Kingdom,,09-Oct-2025,Part I.B,1,AS 3101,"In one audit reviewed  the firm's audit report incorrectly stated the period covered by certain of the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,200,"Haskell & White LLP",2024,United States,,25-Sep-2025,Part I.B,1,AS 1301,"In one of two audits reviewed  the firm did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,200,"Haskell & White LLP",2024,United States,,25-Sep-2025,Part I.B,2,AS 2401,"In one of two audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not appropriately consider the characteristics of potentially fraudulent journal entries in determining the criteria it used to identify and select journal entries for testing. In this instance  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,200,"Haskell & White LLP",2024,United States,,25-Sep-2025,Part I.B,3,AS 2401,"In one of two audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not have an appropriate rationale for limiting its testing of entries it identified as having certain fraud risk characteristics to certain entries. In these instances  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,200,"Haskell & White LLP",2024,United States,,25-Sep-2025,Part I.B,4,PCAOB Rule 3211,"In one of two audits reviewed  the firm's report on Form AP omitted information related to the participation in the audit by other accounting firms. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,270,"Tanner LLC",2025,United States,,25-Sep-2025,Part I.B,1,AS 2610,"In one audit  the firm did not perform inquiries of the predecessor auditor in determining whether to accept the engagement prior to accepting the engagement. In this instance  the firm was non-compliant with AS 2610  Initial Audits – Communications Between Predecessor and Successor Auditors."
Triennially Inspected,270,"Tanner LLC",2025,United States,,25-Sep-2025,Part I.B,2,AS 3101,"In one audit  the firm's audit report was not addressed to the shareholders. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,270,"Tanner LLC",2025,United States,,25-Sep-2025,Part I.B,3,PCAOB Rule 3211,"In one audit  the firm did not file its report on Form AP by the relevant deadline. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,270,"Tanner LLC",2025,United States,,25-Sep-2025,Part I.B,4,PCAOB Rule 3526,"In one of two audits reviewed  the firm did not sufficiently provide the audit committee the required independence communications on two separate occasions  because the firm communicated relationships that may have been reasonably thought to bear on the independence of the firm as of dates other than the dates of the communications. In these instances  the firm was non-compliant with PCAOB Rule 3526  Communication with Audit Committees Concerning Independence."
Triennially Inspected,271,"PricewaterhouseCoopers LLP",2024,Canada,PricewaterhouseCoopers International Limited,25-Sep-2025,Part I.B,1,AS 2101,"In three of six audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In these instances  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,271,"PricewaterhouseCoopers LLP",2024,Canada,PricewaterhouseCoopers International Limited,25-Sep-2025,Part I.B,2,AS 2201,"In two of six audits reviewed  the firm reported in writing to the audit committee that no significant deficiencies were identified during the audit  even though an ICFR audit does not provide assurance that all deficiencies less severe than a material weakness have been identified. In these instances  the firm was non-compliant with AS 2201  An Audit of Internal Control Over Financial Reporting That Is Integrated with An Audit of Financial Statements."
Triennially Inspected,271,"PricewaterhouseCoopers LLP",2024,Canada,PricewaterhouseCoopers International Limited,25-Sep-2025,Part I.B,3,AS 2201,"In one of five audits reviewed  the firm did not inform the audit committee that it had communicated to management  in writing  all control deficiencies identified during the audit. In this instance  the firm was non-compliant with AS 2201  An Audit of Internal Control Over Financial Reporting That Is Integrated with An Audit of Financial Statements."
Triennially Inspected,271,"PricewaterhouseCoopers LLP",2024,Canada,PricewaterhouseCoopers International Limited,25-Sep-2025,Part I.B,4,PCAOB Rule 3211,"In one of six audits reviewed  the firm's report on Form AP included inaccurate information related to the participation in the audit by other accounting firms. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,1141,"KPMG Cardenas Dosal, S.C.",2024,Mexico,KPMG International Cooperative,25-Sep-2025,Part I.B,1,AS 1220,"In one of two audits reviewed  the firm did not obtain the engagement quality reviewer's concurring approval of issuance of the audit report prior to its issuance. In this instance  the firm was non-compliant with AS 1220  Engagement Quality Review."
Triennially Inspected,1141,"KPMG Cardenas Dosal, S.C.",2024,Mexico,KPMG International Cooperative,25-Sep-2025,Part I.B,2,AS 2101,"In two of two audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In these instances  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,1141,"KPMG Cardenas Dosal, S.C.",2024,Mexico,KPMG International Cooperative,25-Sep-2025,Part I.B,3,AS 2201,"In one of two audits reviewed  the firm did not inform the audit committee that it had communicated to management  in writing  all control deficiencies identified during the audit. In this instance  the firm was non-compliant with AS 2201  An Audit of Internal Control Over Financial Reporting That Is Integrated with An Audit of Financial Statements."
Triennially Inspected,1141,"KPMG Cardenas Dosal, S.C.",2024,Mexico,KPMG International Cooperative,25-Sep-2025,Part I.B,4,AS 3101,"In one of two audits reviewed  the firm's communication of a critical audit matter in the audit report included the description of certain audit procedures performed that the firm did not perform. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,1232,"Raymond Chabot Grant Thornton LLP",2024,Canada,Grant Thornton International Limited,25-Sep-2025,Part I.B,1,AS 1215,"In one of two audits reviewed  the firm did not prepare an engagement completion document. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,1232,"Raymond Chabot Grant Thornton LLP",2024,Canada,Grant Thornton International Limited,25-Sep-2025,Part I.B,2,AS 1215,"In one of two audits reviewed  the firm did not include all of the required information in its engagement completion document. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,1232,"Raymond Chabot Grant Thornton LLP",2024,Canada,Grant Thornton International Limited,25-Sep-2025,Part I.B,3,AS 1301,"In one of two audits reviewed  the firm did not make a required communication to the audit committee related to corrected misstatements  including discussing with the audit committee the implications that such corrected misstatements might have on the company's financial reporting process. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,1232,"Raymond Chabot Grant Thornton LLP",2024,Canada,Grant Thornton International Limited,25-Sep-2025,Part I.B,4,AS 2110,"In one of two audits reviewed  the firm did not inquire of certain members of management about the risks of material misstatement  including fraud risks. In this instance  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,1232,"Raymond Chabot Grant Thornton LLP",2024,Canada,Grant Thornton International Limited,25-Sep-2025,Part I.B,5,PCAOB Rule 2200,"In two instances  the firm did not file its report on Form 3 by the relevant deadline. In these instances  the firm was non-compliant with PCAOB Rule 2203  Special Reports."
Triennially Inspected,1272,"S.R. Batliboi & Co. LLP",2024,India,Ernst & Young Global Limited,25-Sep-2025,Part I.B,1,AS 1215,"In one of three audits reviewed  the firm did not include all relevant work papers in the final set of audit documentation it was required to assemble. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,1272,"S.R. Batliboi & Co. LLP",2024,India,Ernst & Young Global Limited,25-Sep-2025,Part I.B,2,AS 3101,"In one audit reviewed  the engagement team did not take into account certain required factors in determining whether or not a matter was a critical audit matter. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,1315,"Tanaka, Valdivia, Arribas & Asociados Sociedad Civil de Responsabilidad Limitada",2024,Peru,Ernst & Young Global Limited,25-Sep-2025,Part I.B,1,AS 1301,"In one of two audits reviewed  the firm did not make certain required communications to the audit committee related to uncorrected misstatements. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,1315,"Tanaka, Valdivia, Arribas & Asociados Sociedad Civil de Responsabilidad Limitada",2024,Peru,Ernst & Young Global Limited,25-Sep-2025,Part I.B,2,AS 3101,"In one of two audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,1712,"Ernst & Young Associates LLP",2024,India,Ernst & Young Global Limited,25-Sep-2025,Part I.B,1,AS 2101,"In one of two audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,1712,"Ernst & Young Associates LLP",2024,India,Ernst & Young Global Limited,25-Sep-2025,Part I.B,2,AS 3101,"In one of two audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,2226,"Warren Averett, LLC",2025,United States,,25-Sep-2025,Part I.B,1,AS 1215,"In one of two audits reviewed  the firm provided certain services to the issuer but did not document that the audit committee had approved the engagement before the issuer engaged the firm to provide the services. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,2226,"Warren Averett, LLC",2025,United States,,25-Sep-2025,Part I.B,2,PCAOB Rule 3211,"In one audit  the firm's report on Form AP included inaccurate information regarding the issuer CIK number. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,2226,"Warren Averett, LLC",2025,United States,,25-Sep-2025,Part I.B,3,PCAOB Rule 3211,"In two audits  the firm did not file its report on Form AP by the relevant deadline. In these instances  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,1,AS 1301,"In one of two audits reviewed  the firm did not make certain required communications to the audit committee related to (1) the firm's evaluation of  and conclusions about  the qualitative aspects of the issuer's significant accounting policies and practices  and (2) certain critical accounting policies and practices. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,2,AS 1301,"In one of two audits reviewed  the firm (1) did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures and (2) communicated to the audit committee that certain risks were significant when the firm had not identified them as such. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,3,AS 1301,"In one of two audits reviewed  the firm did not make communications to the audit committee related to the (1) timing of the audit and (2) the policies and practices management used to account for the significant unusual transactions. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,4,AS 1301,"In the two audits reviewed  the firm did not make certain required communications to the audit committee related to (1) the names  locations  and planned responsibilities of other persons not employed by the firm that performed audit procedures in the audits; and (2) critical accounting estimates. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,5,AS 2101,"In one of two audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,6,AS 2110,"In one of two audits reviewed  the firm did not inquire of a member of management about fraud risks. In this instance  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,7,AS 3101,"In one audit reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated  or required to be communicated  to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,8,AS 3105,"In two audits  the firm's audit reports did not include explanatory language about the firm's responsibilities with respect to ICFR in a non-integrated audit. In these instances  the firm was non-compliant with AS 3105  Departures from Unqualified Opinions and Other Reporting Circumstances."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,9,PCAOB Rule 3211,"In one audit reviewed  the firm's report on Form AP omitted information related to the participation in the audit by an other accounting firm. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,2388,"Wei, Wei & Co., LLP",2024,United States,,25-Sep-2025,Part I.B,9,PCAOB Rule 3211,"In six audits  the firm did not file one or more reports on Form AP by the relevant deadline. In these instances  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,2738,"M&K CPAS, PLLC",2024,United States,,25-Sep-2025,Part I.B,1,AS 2401,"In the seven audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not have an appropriate rationale for limiting its testing of entries it identified as having certain fraud risk characteristics to certain entries. In these instances  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,2738,"M&K CPAS, PLLC",2024,United States,,25-Sep-2025,Part I.B,2,AS 2710,"In one of seven audits reviewed  the firm did not take appropriate action with respect to the issuer's disclosure in Form 10-K that its internal control over financial reporting was effective despite the firm's awareness that the issuer's internal control over financial reporting was not effective. In addition  in one audit  the firm did not take appropriate action with respect to the issuer's disclosure in Form 10-K that its internal control over financial reporting was audited by the firm despite the firm's awareness it did not perform an audit of the issuer's internal control over financial reporting. In these instances  the firm was non-compliant with AS 2710  Other Information in Documents Containing Audited Financial Statements."
Triennially Inspected,2738,"M&K CPAS, PLLC",2024,United States,,25-Sep-2025,Part I.B,3,AS 3101,"In three of seven audits reviewed  the year the firm began serving consecutively as the company's auditor that was included in the firm's audit report was incorrect. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,2738,"M&K CPAS, PLLC",2024,United States,,25-Sep-2025,Part I.B,4,AS 3101,"In two of seven audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include a matter that was communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,2738,"M&K CPAS, PLLC",2024,United States,,25-Sep-2025,Part I.B,5,PCAOB Rule 3211,"In one of seven audits reviewed  the firm did not file its report on Form AP by the relevant deadline. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,1,AS 1215,"In the three audits reviewed  the firm did not assemble a complete and final set of audit documentation for retention by the required documentation completion date. In these instances  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,2,AS 1301,"In two of three audits reviewed  the firm did not make a required communication to the audit committee related to uncorrected misstatements. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,3,AS 1305,"In two of three audits reviewed  the firm did not provide to management and the audit committee the required communications in writing of all material weaknesses identified during the audit. In these instances  the firm was not non-compliant with AS 1305  Communications About Control Deficiencies in an Audit of Financial Statements."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,4,AS 2110,"In one of three audits reviewed  the firm did not inquire of management and others within the company about the risks of material misstatement  including fraud risks. In this instance  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,5,AS 2401,"In one of three audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not have an appropriate rationale for limiting its testing of entries it identified as having certain fraud risk characteristics to certain entries. In this instance  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,6,AS 3101,"In one of three audits reviewed  the year the firm began serving consecutively as the company's auditor that was included in the firm's audit report was incorrect. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,3223,"Mercurius & Associates LLP",2025,India,,25-Sep-2025,Part I.B,7,AS 3101,"In the three audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include one or more matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,3240,"KPMG AG",2024,Switzerland,KPMG International Cooperative,25-Sep-2025,Part I.B,1,AS 1301,"In one of two audits reviewed  the firm did not make (or timely make) certain required communications to the audit committee related to the name  location  and planned responsibilities of other accounting firms or other persons not employed by the firm that performed audit procedures in the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,3240,"KPMG AG",2024,Switzerland,KPMG International Cooperative,25-Sep-2025,Part I.B,2,AS 2101,"In one of two audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2025,United States,,25-Sep-2025,Part I.B,1,AS 1301,"In one of three audits reviewed  the firm did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2025,United States,,25-Sep-2025,Part I.B,2,AS 2110,"In the three audits reviewed  the firm did not make all required inquiries of management about fraud risks. In these instances  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2025,United States,,25-Sep-2025,Part I.B,3,AS 3101,"In one of three audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include a matter that was communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2025,United States,,25-Sep-2025,Part I.B,4,AS 3101,"In one of three audits reviewed  the firm's communication of a critical audit matter in the audit report included language that was inconsistent with information in the firm's audit documentation. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,1,AS 1105,"In five of six audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not perform sufficient procedures to determine whether the journal entry population from which it made its selections was complete. In these instances  the firm was non-compliant with AS 1105  Audit Evidence."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,2,AS 1215,"In one of six audits reviewed  the firm did not assemble a complete and final set of audit documentation for retention within 45 days following the report release date. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,3,AS 1220,"In one of six audits reviewed  the firm did not obtain the required engagement quality review for the audit. In this instance  the firm was non-compliant with AS 1220  Engagement Quality Review."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,4,AS 1301,"In one of six audits reviewed  the firm did not make any of the required communications to the issuer's audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,5,AS 1301,"In four of six audits reviewed  the firm did not make a required communication to the audit committee related to certain critical accounting estimates. In two of these audits  the firm did not make a required communication to the audit committee related to the timing of the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,5,AS 1301,"In four of six audits reviewed  the firm did not make a required communication to the audit committee related to certain critical accounting estimates. In another two of these four audits  the firm did not make a required communication to the audit committee related to uncorrected misstatements. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,5,AS 1301,"In four of six audits reviewed  the firm did not make a required communication to the audit committee related to certain critical accounting estimates. In another two of these four audits  the firm did not make a required communication to the audit committee related to uncorrected misstatements. In one of the four audits  the firm did not make a required communication to the audit committee related to certain critical accounting policies and practices. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,6,AS 1301,"In two of six audits reviewed  the firm did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,7,AS 1301,"In one of six audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,7,AS 2805,"In one of six audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,8,AS 2110,"In two of six audits reviewed  the firm did not identify a fraud risk related to the risk of management override of controls. In these instances  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,9,AS 2401,"In five of six audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not have an appropriate rationale for limiting its testing of entries it identified as having certain fraud risk characteristics to certain entries. In these instances  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,10,AS 2820,"In one of six audits reviewed  the firm's audit report did not include an explanatory paragraph related to the correction of a material misstatement in previously issued financial statements. In this instance  the firm was non-compliant with AS 2820  Evaluating Consistency of Financial Statements."
Triennially Inspected,5525,"Fruci & Associates II, PLLC",2024,United States,,25-Sep-2025,Part I.B,11,AS 3101,"In one of six audits reviewed  the firm's audit report incorrectly identified one of the issuer's financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
